complaint_id,category,priority,location,text_length,word_count,avg_word_length,unique_words_ratio,uppercase_ratio,digit_count,special_char_count,hour,day_of_week,day_of_month,month,quarter,is_weekend,location_complaint_count,is_top_location,location_density,polarity,subjectivity,sentiment_intensity,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,tfidf_50,tfidf_51,tfidf_52,tfidf_53,tfidf_54,tfidf_55,tfidf_56,tfidf_57,tfidf_58,tfidf_59,tfidf_60,tfidf_61,tfidf_62,tfidf_63,tfidf_64,tfidf_65,tfidf_66,tfidf_67,tfidf_68,tfidf_69,tfidf_70,tfidf_71,tfidf_72,tfidf_73,tfidf_74,tfidf_75,tfidf_76,tfidf_77,tfidf_78,tfidf_79,tfidf_80,tfidf_81,tfidf_82,tfidf_83,tfidf_84,tfidf_85,tfidf_86,tfidf_87,tfidf_88,tfidf_89,tfidf_90,tfidf_91,tfidf_92,tfidf_93,tfidf_94,tfidf_95,tfidf_96,tfidf_97,tfidf_98,tfidf_99,department_Police,department_Public Works,department_Utilities,sentiment_neutral,sentiment_positive
GR000011,Community Safety,High,Commercial Area,0.5686274509803921,0.375,0.6490066225165564,1.0,0.0,0,0,0.5217391304347826,0.5,0.8333333333333334,0.8181818181818182,1.0,0.0,0.6875,1,0.6875000000000006,0.6833333333333333,0.18518518518518517,0.1388888888888889,0.0,0.0,0.0,0.0,0.5647990977531587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8913360831557093,0.8612619944049561,0.9660289918584921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7469340476011977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9660289918584921,0.0,0.0,0.0,0.0,0.0,0.8612619944049561,0.0,0.0,0.0,0.0,0.0,0.0,0.4178806956280446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
GR000012,Community Safety,High,Residential Area,0.27450980392156865,0.375,0.3013245033112583,0.43749999999999994,0.0,0,0,0.8695652173913043,0.0,0.6333333333333333,0.18181818181818182,0.0,0.0,0.22916666666666666,1,0.22916666666666743,0.7,0.3333333333333333,0.16666666666666669,0.0,0.0,0.0,0.0,0.9969374482118787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7528660752823233,0.0,0.0,0.0,0.0,0.7601148252180864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9031730997870675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7528660752823233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.790534597368465,0.0,0.0,0.0,0.7601148252180864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False
GR000013,Parking,Medium,Industrial Zone,0.5490196078431373,0.375,0.6258278145695365,0.71875,0.0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.8181818181818182,1.0,0.0,0.5,1,0.5000000000000004,0.7666666666666666,0.37037037037037035,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6787079994819691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9356132876172725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5123172733721943,0.0,0.0,0.0,0.0,0.0,0.0,0.5247773280769601,0.0,0.0,0.0,0.0,0.5231135254535648,0.0,0.0,0.0,0.0,0.8071355361859459,0.0,0.0,0.0,0.0,0.0,0.0,0.6787079994819691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29359260782246743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9356132876172725,0.0,0.0,0.0,0.0,0.0,0.6239617436634963,False,True,False,False,True
GR000014,Electricity,High,Suburb Area,0.37254901960784315,0.25,0.5779249448123621,1.0,0.0,0,0,0.6086956521739131,0.3333333333333333,0.7,0.18181818181818182,0.0,0.0,0.4791666666666667,1,0.4791666666666668,0.65,0.6111111111111112,0.08333333333333334,0.0,0.0,0.0,0.9576541110844052,0.5285372460712058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811553526111644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454373605299929,0.0,0.0,0.0,0.0,0.9576541110844052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811553526111644,0.0,0.0,0.0,0.0,0.8486165442615851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False
GR000015,Community Safety,High,East Zone,0.13725490196078433,0.375,0.13907284768211922,0.43749999999999994,0.0,0,0,0.2608695652173913,0.3333333333333333,0.23333333333333334,0.9090909090909091,1.0,0.0,1.0,1,1.0,0.65,0.6111111111111112,0.08333333333333334,0.0,0.0,0.0,0.0,0.5200820049372855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7930729114269546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7985707499546866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8316778828975676,0.0,0.0,0.0,0.0,0.0,0.9423341000685347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7930729114269546,0.0,0.0,0.0,0.0,0.7985707499546866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8177922460478404,False,False,False,True,False
GR000016,Community Safety,High,North District,0.47058823529411764,0.125,0.8940397350993378,1.0,0.0,0,0,0.4782608695652174,0.0,0.8666666666666667,0.09090909090909091,0.0,0.0,0.5,1,0.5000000000000004,0.7,0.4444444444444445,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.935885478143789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421985996224576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898047483042754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5676525665834863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6600654888000348,0.7280854853987512,0.0,0.0,0.0,0.898047483042754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421985996224576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
GR000017,Traffic Light,Medium,South District,0.6078431372549019,0.375,0.6953642384105961,0.43749999999999994,0.0,0,0,0.17391304347826086,0.8333333333333334,0.9666666666666667,0.7272727272727273,0.6666666666666666,1.0,0.4375,1,0.4375000000000004,0.825,0.5277777777777778,0.375,0.0,0.0,0.0,0.0,0.0,0.6244226898348209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991771835942432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328119313255425,0.0,0.0,0.0,0.3787377310530744,0.0,0.0,0.0,0.0,0.6802095599082545,0.0,0.0,0.0,0.0,0.0,0.0,0.4403956227647861,0.48577855714150725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328119313255425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5995563036675736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7660594860104248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True
GR000018,Sanitation,Medium,Central City,0.5098039215686274,0.5,0.42812621737436696,0.7352941176470588,0.0,0,0,0.2608695652173913,0.3333333333333333,0.6333333333333333,1.0,1.0,0.0,0.0,1,0.0,0.7071428571428571,0.376984126984127,0.17857142857142858,0.9055081093533008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6254271669917383,0.0,0.632421311426877,0.6254271669917383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632421311426877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632421311426877,0.0,0.0,0.0,0.632421311426877,0.0,0.0,0.0,0.0,0.0,0.9055081093533007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7517197694734038,0.0,0.9055081093533008,0.0,True,False,False,False,True
GR000019,Noise Pollution,Medium,Residential Area,0.6274509803921569,0.375,0.718543046357616,0.71875,0.0,0,0,0.08695652173913043,0.3333333333333333,0.8333333333333334,0.2727272727272727,0.3333333333333333,0.0,0.22916666666666666,1,0.22916666666666743,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.41726230364450995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6302153329109144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9794192138876773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5387178284455524,0.0,0.6302153329109144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9794192138876773,0.0,0.0,0.0,0.6302153329109145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6617472095170925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False
GR000020,Traffic Light,Medium,West Zone,0.3137254901960784,0.375,0.34768211920529807,0.43749999999999994,0.0,0,0,0.08695652173913043,0.6666666666666666,0.9,0.2727272727272727,0.3333333333333333,0.0,0.5208333333333334,1,0.520833333333334,0.8666666666666667,0.5555555555555556,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5850678877487085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805987768853315,0.0,0.0,0.0,0.0,0.0,0.0,0.5850678877487085,0.0,0.715055886478539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805987768853315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8053038021670283,0.0,0.0,0.0,0.0,0.0,0.6223775059545047,0.0,0.6091126364395725,False,True,False,False,True
