complaint_id,complaint_text,category,location,timestamp,priority,department,status,resolution_days
GR000033,New potholes appeared after rain - Incident 32. Details: 314,Pothole,South District,2023-01-23 00:00:00,Medium,Municipal Services,Resolved,11.0
GR000034,Uneven road surface causing accidents,Road Damage,Commercial Area,2023-02-27 02:00:00,High,Municipal Services,Resolved,
GR000035,Loud music from nearby establishment,Noise Pollution,Downtown,2023-01-22 09:00:00,Medium,Public Works,In Progress,
GR000036,Contaminated water from municipal supply - Incident 35. Details: 430,Water Supply,South District,2023-07-28 19:00:00,Low,Municipal Services,Open,52.0
GR000037,Garbage not collected for days,Sanitation,Industrial Zone,2023-06-20 13:00:00,Low,Municipal Services,In Progress,
GR000038,Street light not working for 3 weeks - Incident 37. Details: 558,Street Light,Industrial Zone,2023-04-24 06:00:00,Low,Utilities,In Progress,51.0
GR000039,No water supply for 5 days,Water Supply,West Zone,2023-07-24 10:00:00,Medium,Public Works,In Progress,33.0
GR000040,No designated parking area created - Incident 39. Details: 187,Parking,Commercial Area,2023-03-01 08:00:00,High,Police,Open,
GR000041,No designated parking area created,Parking,Suburb Area,2023-09-19 03:00:00,Medium,Municipal Services,In Progress,
GR000042,Vehicles blocking entire street,Parking,North District,2023-02-05 21:00:00,Low,Police,Resolved,47.0
GR000043,No electricity for one week,Electricity,Commercial Area,2023-06-17 12:00:00,Low,Municipal Services,Open,25.0
GR000044,Dirty streets need immediate cleaning,Sanitation,Downtown,2023-01-01 09:00:00,Medium,Utilities,Resolved,21.0
GR000045,Uneven road surface causing accidents,Road Damage,Residential Area,2023-09-19 15:00:00,High,Municipal Services,Resolved,
GR000046,Inadequate police patrolling,Community Safety,Downtown,2023-05-01 21:00:00,Medium,Municipal Services,Open,
GR000047,No water supply for 5 days,Water Supply,Residential Area,2023-11-19 18:00:00,High,Utilities,In Progress,10.0
GR000048,New potholes appeared after rain,Pothole,South District,2023-12-23 16:00:00,Medium,Municipal Services,Open,52.0
GR000049,Road subsidence near municipal area - Incident 48. Details: 472,Road Damage,Commercial Area,2023-08-15 19:00:00,Low,Utilities,Resolved,11.0
GR000050,Road subsidence near municipal area - Incident 49. Details: 199,Road Damage,Residential Area,2023-11-23 08:00:00,Low,Utilities,Resolved,
GR000051,Road subsidence near municipal area,Road Damage,South District,2023-06-21 10:00:00,Low,Public Works,Open,
GR000052,Vehicles blocking entire street,Parking,East Zone,2023-07-28 10:00:00,Medium,Utilities,Open,
GR000053,Insufficient parking spaces in market - Incident 52. Details: 971,Parking,Industrial Zone,2023-10-22 12:00:00,Medium,Police,In Progress,55.0
GR000054,Vehicles blocking entire street,Parking,Commercial Area,2023-05-20 13:00:00,Medium,Utilities,In Progress,52.0
GR000055,Parking violation enforcement needed - Incident 54. Details: 763,Parking,East Zone,2023-11-15 17:00:00,Medium,Public Works,In Progress,43.0
GR000056,New potholes appeared after rain,Pothole,South District,2023-08-25 05:00:00,High,Utilities,In Progress,
GR000057,Industrial noise exceeding permissible levels,Noise Pollution,Suburb Area,2023-08-04 08:00:00,Low,Utilities,Open,4.0
GR000058,Construction noise disturbing residents - Incident 57. Details: 230,Noise Pollution,West Zone,2023-11-30 01:00:00,Low,Municipal Services,Open,40.0
GR000059,Waste accumulation causing health hazard,Sanitation,West Zone,2023-02-28 18:00:00,High,Municipal Services,In Progress,50.0
GR000060,Construction noise disturbing residents - Incident 59. Details: 761,Noise Pollution,East Zone,2023-03-25 09:00:00,High,Public Works,In Progress,59.0
GR000061,Vehicles blocking entire street,Parking,Industrial Zone,2023-12-20 20:00:00,Medium,Police,Resolved,8.0
GR000062,Traffic light stuck on red,Traffic Light,North District,2023-12-05 11:00:00,High,Police,Open,53.0
GR000063,Uneven road surface causing accidents - Incident 62. Details: 408,Road Damage,South District,2023-11-22 14:00:00,High,Municipal Services,In Progress,
GR000064,Street crime increasing daily,Community Safety,Central City,2023-10-31 08:00:00,Medium,Municipal Services,Open,
GR000065,Uneven road surface causing accidents,Road Damage,West Zone,2023-12-09 12:00:00,High,Police,Open,21.0
GR000066,Waste accumulation causing health hazard,Sanitation,Residential Area,2023-05-13 10:00:00,High,Police,Resolved,18.0
GR000067,Stray dogs roaming streets dangerously,Community Safety,North District,2023-07-28 15:00:00,High,Municipal Services,Resolved,46.0
GR000068,Entire road surface needs repair,Road Damage,Residential Area,2023-04-24 12:00:00,Medium,Municipal Services,In Progress,24.0
GR000069,Road subsidence near municipal area,Road Damage,Commercial Area,2023-10-09 10:00:00,Medium,Utilities,In Progress,15.0
GR000070,Dark road at night due to non-functional lights,Street Light,West Zone,2023-10-02 22:00:00,High,Municipal Services,Resolved,47.0
GR000071,Traffic light stuck on red - Incident 70. Details: 869,Traffic Light,Commercial Area,2023-04-10 09:00:00,Medium,Municipal Services,In Progress,
GR000072,Inadequate police patrolling,Community Safety,East Zone,2023-01-28 17:00:00,Medium,Municipal Services,Resolved,32.0
GR000073,Dark road at night due to non-functional lights,Street Light,North District,2023-08-14 10:00:00,High,Public Works,In Progress,31.0
GR000074,Street lighting system failure in the area,Street Light,South District,2023-10-23 20:00:00,Low,Municipal Services,Open,20.0
GR000075,Street light not working for 3 weeks,Street Light,West Zone,2023-08-02 19:00:00,Medium,Municipal Services,Resolved,59.0
GR000076,Uneven road surface causing accidents,Road Damage,Central City,2023-11-14 01:00:00,High,Public Works,Open,17.0
GR000077,Multiple broken street lights on the avenue,Street Light,East Zone,2023-02-08 05:00:00,High,Utilities,Resolved,19.0
GR000078,Severe pothole damage on highway affecting commute - Incident 77. Details: 443,Pothole,West Zone,2023-12-26 14:00:00,High,Public Works,Resolved,
GR000079,Electricity bill overcharged without reason,Electricity,Downtown,2023-10-06 07:00:00,Low,Police,Open,
GR000080,Dirty streets need immediate cleaning,Sanitation,Central City,2023-08-28 22:00:00,Medium,Utilities,In Progress,32.0
GR000081,Entire road surface needs repair - Incident 80. Details: 591,Road Damage,South District,2023-06-15 19:00:00,Medium,Police,Open,
GR000082,Traffic light not functioning properly - Incident 81. Details: 513,Traffic Light,Downtown,2023-12-11 08:00:00,Medium,Municipal Services,In Progress,29.0
GR000083,Faulty electrical connection creating hazard,Electricity,East Zone,2023-09-09 02:00:00,High,Utilities,In Progress,21.0
GR000084,Dark road at night due to non-functional lights,Street Light,East Zone,2023-09-11 09:00:00,Low,Utilities,Resolved,
GR000085,Dark road at night due to non-functional lights,Street Light,Suburb Area,2023-07-26 16:00:00,Low,Public Works,Resolved,30.0
GR000086,Vehicles blocking entire street,Parking,North District,2023-11-15 15:00:00,Low,Public Works,Open,
GR000087,Sanitation workers absent for a week - Incident 86. Details: 905,Sanitation,Central City,2023-09-06 03:00:00,High,Municipal Services,Resolved,
GR000088,Street crime increasing daily,Community Safety,North District,2023-02-28 14:00:00,Low,Municipal Services,In Progress,19.0
GR000089,Street crime increasing daily - Incident 88. Details: 485,Community Safety,Central City,2023-08-30 07:00:00,Medium,Municipal Services,In Progress,
GR000090,Signal timing causes congestion - Incident 89. Details: 291,Traffic Light,Commercial Area,2023-05-22 13:00:00,Medium,Police,Open,
GR000091,Faulty electrical connection creating hazard - Incident 90. Details: 376,Electricity,Downtown,2023-08-17 17:00:00,High,Utilities,In Progress,49.0
GR000092,Street crime increasing daily - Incident 91. Details: 260,Community Safety,Industrial Zone,2023-04-07 22:00:00,Medium,Utilities,Open,27.0
GR000093,New potholes appeared after rain - Incident 92. Details: 559,Pothole,Suburb Area,2023-07-15 12:00:00,Low,Municipal Services,In Progress,9.0
GR000094,Inadequate police patrolling - Incident 93. Details: 413,Community Safety,Downtown,2023-08-14 03:00:00,Medium,Utilities,Open,27.0
GR000095,Sanitation workers absent for a week - Incident 94. Details: 121,Sanitation,South District,2023-05-16 10:00:00,Low,Utilities,Resolved,
GR000096,Industrial noise exceeding permissible levels - Incident 95. Details: 352,Noise Pollution,Commercial Area,2023-11-17 22:00:00,Low,Utilities,Resolved,
GR000097,Dark road at night due to non-functional lights - Incident 96. Details: 847,Street Light,West Zone,2023-02-16 13:00:00,Low,Public Works,In Progress,
GR000098,Frequent power outages affecting business,Electricity,North District,2023-01-29 09:00:00,Medium,Utilities,Open,
GR000099,Vehicles blocking entire street,Parking,Downtown,2023-02-10 19:00:00,Low,Municipal Services,In Progress,10.0
GR000100,Contaminated water from municipal supply,Water Supply,Residential Area,2023-12-08 00:00:00,Low,Utilities,In Progress,11.0
GR000101,Dark road at night due to non-functional lights - Incident 100. Details: 956,Street Light,Residential Area,2023-06-03 20:00:00,Low,Police,In Progress,13.0
GR000102,Insufficient parking spaces in market,Parking,Residential Area,2023-10-20 11:00:00,Medium,Police,Open,43.0
GR000103,Insufficient parking spaces in market,Parking,Central City,2023-12-18 23:00:00,Low,Utilities,In Progress,15.0
GR000104,Signal timing causes congestion,Traffic Light,Suburb Area,2023-11-14 08:00:00,Low,Municipal Services,Resolved,
GR000105,New potholes appeared after rain,Pothole,Central City,2023-07-06 23:00:00,High,Police,In Progress,12.0
GR000106,Contaminated water from municipal supply,Water Supply,East Zone,2023-05-20 05:00:00,Medium,Utilities,In Progress,22.0
GR000107,Street light not working for 3 weeks,Street Light,Residential Area,2023-04-26 21:00:00,Low,Utilities,Resolved,51.0
GR000108,No designated parking area created,Parking,North District,2023-08-21 11:00:00,Low,Police,Resolved,41.0
GR000109,Loud music from nearby establishment,Noise Pollution,South District,2023-11-14 17:00:00,Medium,Municipal Services,Resolved,
GR000110,Uneven road surface causing accidents,Road Damage,Central City,2023-01-24 01:00:00,High,Police,In Progress,
GR000111,Low water pressure affecting households,Water Supply,Commercial Area,2023-07-09 21:00:00,Low,Utilities,Resolved,10.0
GR000112,Parking violation enforcement needed,Parking,South District,2023-05-24 01:00:00,Medium,Police,Open,16.0
GR000113,Traffic noise intolerable at night,Noise Pollution,South District,2023-11-27 11:00:00,High,Police,Open,55.0
GR000114,Cracked asphalt creating hazard,Road Damage,South District,2023-11-02 00:00:00,High,Public Works,In Progress,
GR000115,Waste accumulation causing health hazard,Sanitation,Downtown,2023-10-11 06:00:00,High,Municipal Services,Open,10.0
GR000116,Traffic light stuck on red - Incident 115. Details: 660,Traffic Light,North District,2023-03-16 04:00:00,Medium,Municipal Services,Open,2.0
GR000117,Dirty streets need immediate cleaning - Incident 116. Details: 574,Sanitation,North District,2023-05-02 18:00:00,Medium,Municipal Services,In Progress,
GR000118,Insufficient parking spaces in market - Incident 117. Details: 158,Parking,Commercial Area,2023-09-01 14:00:00,Low,Public Works,In Progress,40.0
GR000119,Severe pothole damage on highway affecting commute,Pothole,Commercial Area,2023-01-16 01:00:00,High,Utilities,In Progress,7.0
GR000120,Entire road surface needs repair - Incident 119. Details: 610,Road Damage,Residential Area,2023-06-14 19:00:00,Medium,Municipal Services,Open,
GR000121,Traffic light stuck on red,Traffic Light,Downtown,2023-11-02 16:00:00,Medium,Utilities,Open,8.0
GR000122,Street crime increasing daily,Community Safety,West Zone,2023-04-27 13:00:00,Medium,Utilities,In Progress,7.0
GR000123,Traffic noise intolerable at night,Noise Pollution,Industrial Zone,2023-07-11 04:00:00,Low,Utilities,Open,
GR000124,Street lighting system failure in the area,Street Light,South District,2023-07-10 04:00:00,Medium,Police,Resolved,
GR000125,Construction noise disturbing residents - Incident 124. Details: 781,Noise Pollution,Industrial Zone,2023-11-04 09:00:00,Medium,Municipal Services,Open,15.0
GR000126,Dark road at night due to non-functional lights,Street Light,Suburb Area,2023-05-23 18:00:00,Medium,Utilities,Resolved,53.0
GR000127,Traffic light not functioning properly,Traffic Light,Downtown,2023-12-03 22:00:00,Medium,Municipal Services,In Progress,20.0
GR000128,Construction noise disturbing residents,Noise Pollution,Suburb Area,2023-03-15 18:00:00,Low,Public Works,Open,2.0
GR000129,Multiple broken street lights on the avenue,Street Light,Commercial Area,2023-08-21 10:00:00,High,Police,Resolved,37.0
GR000130,Traffic light not functioning properly,Traffic Light,South District,2023-11-13 01:00:00,Low,Police,In Progress,32.0
GR000131,No coordination between signals,Traffic Light,Residential Area,2023-09-20 03:00:00,Medium,Public Works,In Progress,38.0
GR000132,Road subsidence near municipal area,Road Damage,Commercial Area,2023-07-22 19:00:00,High,Municipal Services,In Progress,50.0
GR000133,Dirty streets need immediate cleaning,Sanitation,Central City,2023-01-04 15:00:00,Low,Municipal Services,Open,46.0
GR000134,Contaminated water from municipal supply,Water Supply,Commercial Area,2023-01-22 13:00:00,High,Public Works,In Progress,37.0
GR000135,No designated parking area created,Parking,Industrial Zone,2023-01-11 10:00:00,High,Utilities,Resolved,6.0
GR000136,Vehicles blocking entire street,Parking,South District,2023-07-25 16:00:00,High,Police,Resolved,22.0
GR000137,Garbage not collected for days,Sanitation,South District,2023-04-10 11:00:00,Medium,Municipal Services,Open,
GR000138,Electricity bill overcharged without reason,Electricity,West Zone,2023-12-02 02:00:00,High,Utilities,In Progress,49.0
GR000139,Traffic light stuck on red - Incident 138. Details: 575,Traffic Light,Residential Area,2023-11-18 10:00:00,High,Public Works,In Progress,20.0
GR000140,Frequent power outages affecting business,Electricity,Downtown,2023-02-07 09:00:00,Medium,Public Works,Open,19.0
GR000141,Street lighting system failure in the area,Street Light,South District,2023-10-11 23:00:00,Low,Utilities,Resolved,21.0
GR000142,Signal timing causes congestion - Incident 141. Details: 799,Traffic Light,Residential Area,2023-08-19 03:00:00,Low,Police,Resolved,
GR000143,Waste accumulation causing health hazard - Incident 142. Details: 882,Sanitation,North District,2023-08-13 16:00:00,High,Municipal Services,In Progress,19.0
GR000144,No designated parking area created,Parking,Industrial Zone,2023-01-27 20:00:00,Low,Public Works,In Progress,
GR000145,No designated parking area created - Incident 144. Details: 289,Parking,Central City,2023-12-03 19:00:00,Low,Police,Open,10.0
GR000146,Industrial noise exceeding permissible levels,Noise Pollution,Central City,2023-12-29 02:00:00,Medium,Utilities,Resolved,53.0
GR000147,Garbage not collected for days,Sanitation,Commercial Area,2023-08-05 16:00:00,Medium,Police,In Progress,
GR000148,Water pipeline burst causing shortage,Water Supply,Suburb Area,2023-03-12 04:00:00,High,Public Works,Resolved,54.0
GR000149,Inadequate police patrolling - Incident 148. Details: 786,Community Safety,North District,2023-11-13 04:00:00,Medium,Municipal Services,Open,
GR000150,No coordination between signals,Traffic Light,East Zone,2023-07-06 21:00:00,Low,Utilities,Resolved,
GR000151,Cracked asphalt creating hazard,Road Damage,West Zone,2023-08-29 06:00:00,High,Police,Resolved,29.0
GR000152,Uneven road surface causing accidents,Road Damage,Central City,2023-08-03 05:00:00,High,Municipal Services,Resolved,
GR000153,Faulty electrical connection creating hazard - Incident 152. Details: 662,Electricity,North District,2023-10-11 03:00:00,High,Public Works,In Progress,
GR000154,Sanitation workers absent for a week - Incident 153. Details: 975,Sanitation,Central City,2023-03-17 13:00:00,High,Municipal Services,In Progress,60.0
GR000155,Deep pothole on Main Road causing accidents,Pothole,Industrial Zone,2023-07-11 07:00:00,High,Utilities,Open,2.0
GR000156,Traffic noise intolerable at night - Incident 155. Details: 666,Noise Pollution,South District,2023-03-12 01:00:00,Medium,Utilities,Resolved,49.0
GR000157,Entire road surface needs repair - Incident 156. Details: 343,Road Damage,Residential Area,2023-01-10 08:00:00,Medium,Municipal Services,Open,47.0
GR000158,No coordination between signals,Traffic Light,Commercial Area,2023-05-28 07:00:00,Medium,Public Works,Open,51.0
GR000159,Traffic light not functioning properly,Traffic Light,Residential Area,2023-09-13 19:00:00,Medium,Municipal Services,Resolved,
GR000160,No designated parking area created,Parking,North District,2023-08-02 05:00:00,Low,Public Works,Resolved,5.0
GR000161,Frequent theft in the area,Community Safety,Commercial Area,2023-08-29 01:00:00,Low,Police,In Progress,23.0
GR000162,Multiple broken street lights on the avenue - Incident 161. Details: 931,Street Light,Suburb Area,2023-11-18 03:00:00,Low,Police,Open,
GR000163,Stray dogs roaming streets dangerously - Incident 162. Details: 604,Community Safety,Suburb Area,2023-12-17 14:00:00,High,Utilities,Resolved,
GR000164,Sanitation workers absent for a week,Sanitation,South District,2023-04-14 01:00:00,Low,Public Works,In Progress,33.0
GR000165,Parking violation enforcement needed,Parking,Commercial Area,2023-11-28 06:00:00,Medium,Police,In Progress,4.0
GR000166,Construction noise disturbing residents - Incident 165. Details: 230,Noise Pollution,Central City,2023-08-12 12:00:00,Low,Utilities,In Progress,32.0
GR000167,Road subsidence near municipal area - Incident 166. Details: 584,Road Damage,Suburb Area,2023-08-06 02:00:00,Medium,Municipal Services,Resolved,
GR000168,Dark road at night due to non-functional lights,Street Light,South District,2023-06-06 14:00:00,Low,Utilities,Open,23.0
GR000169,Road subsidence near municipal area,Road Damage,North District,2023-08-11 08:00:00,Low,Public Works,Open,26.0
GR000170,Loud music from nearby establishment - Incident 169. Details: 918,Noise Pollution,Commercial Area,2023-03-15 19:00:00,Low,Utilities,Open,
GR000171,Contaminated water from municipal supply,Water Supply,Suburb Area,2023-10-18 01:00:00,Low,Utilities,In Progress,49.0
GR000172,Multiple broken street lights on the avenue,Street Light,Downtown,2023-07-23 10:00:00,Low,Municipal Services,Open,
GR000173,Sanitation workers absent for a week - Incident 172. Details: 746,Sanitation,Residential Area,2023-03-02 08:00:00,Low,Utilities,Open,19.0
GR000174,Entire road surface needs repair,Road Damage,West Zone,2023-02-07 14:00:00,Medium,Municipal Services,Resolved,6.0
GR000175,Construction noise disturbing residents,Noise Pollution,Suburb Area,2023-05-29 09:00:00,Low,Municipal Services,In Progress,8.0
GR000176,Low water pressure affecting households - Incident 175. Details: 120,Water Supply,East Zone,2023-01-14 11:00:00,Medium,Police,In Progress,36.0
GR000177,Garbage not collected for days,Sanitation,Downtown,2023-07-23 22:00:00,Low,Utilities,In Progress,5.0
GR000178,Garbage not collected for days,Sanitation,Suburb Area,2023-12-15 16:00:00,Medium,Municipal Services,Open,59.0
GR000179,Multiple potholes near the market making driving dangerous,Pothole,South District,2023-03-24 10:00:00,High,Municipal Services,In Progress,34.0
GR000180,No electricity for one week,Electricity,South District,2023-10-10 08:00:00,High,Police,Resolved,33.0
GR000181,Waste accumulation causing health hazard,Sanitation,Downtown,2023-11-16 23:00:00,High,Police,Resolved,
GR000182,Deep pothole on Main Road causing accidents - Incident 181. Details: 940,Pothole,South District,2023-10-23 08:00:00,High,Municipal Services,Resolved,41.0
GR000183,Severe pothole damage on highway affecting commute,Pothole,Residential Area,2023-06-04 15:00:00,High,Municipal Services,Resolved,30.0
GR000184,Multiple broken street lights on the avenue,Street Light,North District,2023-09-05 14:00:00,Medium,Municipal Services,In Progress,21.0
GR000185,Loud music from nearby establishment - Incident 184. Details: 266,Noise Pollution,Industrial Zone,2023-09-21 17:00:00,High,Municipal Services,In Progress,
GR000186,Cracked asphalt creating hazard,Road Damage,West Zone,2023-05-29 12:00:00,High,Utilities,Open,58.0
GR000187,Dirty streets need immediate cleaning,Sanitation,Suburb Area,2023-03-23 15:00:00,Low,Utilities,In Progress,32.0
GR000188,New potholes appeared after rain,Pothole,South District,2023-05-04 06:00:00,Medium,Public Works,Open,
GR000189,Traffic light stuck on red,Traffic Light,Residential Area,2023-02-25 13:00:00,High,Police,Resolved,26.0
GR000190,Industrial noise exceeding permissible levels,Noise Pollution,North District,2023-10-15 06:00:00,Medium,Police,Open,29.0
GR000191,Frequent theft in the area,Community Safety,Central City,2023-02-19 12:00:00,Medium,Police,Resolved,49.0
GR000192,Sanitation workers absent for a week,Sanitation,West Zone,2023-01-24 01:00:00,High,Police,In Progress,10.0
GR000193,Signal timing causes congestion,Traffic Light,Commercial Area,2023-11-10 10:00:00,High,Police,Resolved,54.0
GR000194,Street crime increasing daily - Incident 193. Details: 373,Community Safety,Commercial Area,2023-06-03 15:00:00,Low,Police,In Progress,27.0
GR000195,Traffic light not functioning properly,Traffic Light,Central City,2023-05-16 20:00:00,Low,Municipal Services,Resolved,
GR000196,Uneven road surface causing accidents,Road Damage,East Zone,2023-12-15 07:00:00,High,Public Works,Resolved,8.0
GR000197,Water pipeline burst causing shortage,Water Supply,North District,2023-03-19 13:00:00,Low,Utilities,Resolved,59.0
GR000198,Cracked asphalt creating hazard,Road Damage,North District,2023-10-15 10:00:00,High,Utilities,Resolved,12.0
GR000199,Road subsidence near municipal area,Road Damage,Commercial Area,2023-12-13 23:00:00,Low,Police,Resolved,16.0
GR000200,No electricity for one week,Electricity,Commercial Area,2023-06-02 09:00:00,Low,Utilities,In Progress,36.0
GR000201,Frequent power outages affecting business,Electricity,Central City,2023-10-06 12:00:00,Low,Utilities,In Progress,52.0
GR000202,Garbage not collected for days,Sanitation,Central City,2024-01-01 02:00:00,Medium,Utilities,Resolved,
GR000203,Cracked asphalt creating hazard - Incident 202. Details: 487,Road Damage,West Zone,2023-05-19 17:00:00,High,Police,Open,
GR000204,Signal timing causes congestion,Traffic Light,West Zone,2023-09-29 07:00:00,Low,Public Works,Open,46.0
GR000205,Cracked asphalt creating hazard,Road Damage,South District,2023-10-09 05:00:00,High,Utilities,Resolved,57.0
GR000206,Cracked asphalt creating hazard - Incident 205. Details: 700,Road Damage,Residential Area,2023-05-28 10:00:00,High,Police,Resolved,
GR000207,Multiple broken street lights on the avenue,Street Light,Downtown,2023-01-20 05:00:00,Medium,Municipal Services,Open,26.0
GR000208,Road subsidence near municipal area - Incident 207. Details: 415,Road Damage,East Zone,2023-01-05 09:00:00,Medium,Public Works,In Progress,
GR000209,Street crime increasing daily - Incident 208. Details: 113,Community Safety,Commercial Area,2023-03-10 16:00:00,Medium,Municipal Services,Open,47.0
GR000210,Cracked asphalt creating hazard,Road Damage,Central City,2023-06-22 09:00:00,High,Municipal Services,Open,41.0
GR000211,No designated parking area created,Parking,Industrial Zone,2023-12-09 03:00:00,High,Municipal Services,In Progress,16.0
GR000212,New potholes appeared after rain,Pothole,Central City,2023-05-17 10:00:00,Medium,Public Works,In Progress,45.0
GR000213,No water supply for 5 days,Water Supply,North District,2023-03-23 12:00:00,Low,Police,Resolved,
GR000214,Electricity bill overcharged without reason,Electricity,Suburb Area,2023-03-10 15:00:00,High,Police,In Progress,59.0
GR000215,Cracked asphalt creating hazard - Incident 214. Details: 341,Road Damage,Commercial Area,2023-12-15 19:00:00,High,Public Works,Resolved,46.0
GR000216,Construction noise disturbing residents,Noise Pollution,South District,2023-10-08 16:00:00,Medium,Municipal Services,Open,34.0
GR000217,Cracked asphalt creating hazard - Incident 216. Details: 876,Road Damage,South District,2023-09-08 02:00:00,High,Utilities,Open,33.0
GR000218,Insufficient parking spaces in market,Parking,Residential Area,2023-12-11 09:00:00,Low,Utilities,In Progress,48.0
GR000219,No water supply for 5 days,Water Supply,Downtown,2023-06-26 22:00:00,High,Public Works,Open,31.0
GR000220,New potholes appeared after rain,Pothole,Central City,2023-03-11 20:00:00,Low,Utilities,In Progress,25.0
GR000221,Uneven road surface causing accidents,Road Damage,Industrial Zone,2023-12-05 17:00:00,High,Municipal Services,Resolved,8.0
GR000222,Sanitation workers absent for a week,Sanitation,Commercial Area,2023-04-25 00:00:00,Low,Police,In Progress,35.0
GR000223,Parking violation enforcement needed - Incident 222. Details: 445,Parking,Commercial Area,2023-05-07 14:00:00,Medium,Police,Open,
GR000224,Street lighting system failure in the area,Street Light,North District,2023-01-09 07:00:00,Medium,Public Works,Resolved,
GR000225,Signal timing causes congestion - Incident 224. Details: 664,Traffic Light,North District,2023-07-25 14:00:00,Medium,Municipal Services,Open,
GR000226,No electricity for one week,Electricity,West Zone,2023-12-11 10:00:00,Medium,Municipal Services,Resolved,27.0
GR000227,Frequent power outages affecting business,Electricity,Central City,2023-10-30 23:00:00,Low,Utilities,Resolved,23.0
GR000228,No designated parking area created,Parking,Commercial Area,2023-07-29 04:00:00,Medium,Municipal Services,Resolved,55.0
GR000229,Low water pressure affecting households - Incident 228. Details: 997,Water Supply,Central City,2023-01-30 17:00:00,Medium,Utilities,Resolved,25.0
